,Model,FS,Accuracy,Precision,Recall,F1-score,F1-micro,F1-weight,Brier,AUC,MCC,Type,Dataset
0,Stack-LR,PCA,77.22,74.69,82.35,78.33,77.22,77.16,0.16,0.85,0.55,Stacking,Extract And Move Method
1,Stack-LR,PCA,77.16,74.85,81.81,78.17,77.16,77.11,0.16,0.85,0.55,Stacking,Extract And Move Method
2,Stack-LR,PCA,76.89,76.49,77.63,77.06,76.89,76.89,0.17,0.84,0.55,Stacking,Extract And Move Method
3,Stack-LR,PCA,77.22,74.34,83.15,78.5,77.22,77.14,0.15,0.85,0.55,Stacking,Extract And Move Method
4,Stack-LR,PCA,78.84,77.23,81.81,79.45,78.84,78.82,0.15,0.87,0.55,Stacking,Extract And Move Method
5,Stack-LR,PCA,77.83,76.58,80.19,78.34,77.83,77.82,0.16,0.85,0.55,Stacking,Extract And Move Method
6,Stack-LR,PCA,79.58,75.79,86.93,80.98,79.58,79.47,0.14,0.88,0.55,Stacking,Extract And Move Method
7,Stack-LR,PCA,76.08,75.16,77.9,76.51,76.08,76.07,0.17,0.82,0.55,Stacking,Extract And Move Method
8,Stack-LR,PCA,79.23,75.8,85.83,80.51,79.23,79.14,0.15,0.87,0.55,Stacking,Extract And Move Method
9,Stack-LR,PCA,74.51,74.01,75.61,74.8,74.51,74.51,0.18,0.82,0.55,Stacking,Extract And Move Method
10,Stack-DT,PCA,69.95,71.57,66.17,68.77,69.95,69.9,0.3,0.7,0.37,Stacking,Extract And Move Method
11,Stack-DT,PCA,69.47,71.22,65.36,68.17,69.47,69.42,0.31,0.69,0.37,Stacking,Extract And Move Method
12,Stack-DT,PCA,67.45,69.47,62.26,65.67,67.45,67.36,0.33,0.67,0.37,Stacking,Extract And Move Method
13,Stack-DT,PCA,68.87,68.72,69.27,68.99,68.87,68.87,0.31,0.69,0.37,Stacking,Extract And Move Method
14,Stack-DT,PCA,67.65,69.67,62.53,65.91,67.65,67.57,0.32,0.68,0.37,Stacking,Extract And Move Method
15,Stack-DT,PCA,68.4,69.09,66.58,67.81,68.4,68.39,0.32,0.68,0.37,Stacking,Extract And Move Method
16,Stack-DT,PCA,70.15,70.62,69,69.8,70.15,70.14,0.3,0.7,0.37,Stacking,Extract And Move Method
17,Stack-DT,PCA,66.44,67.58,63.21,65.32,66.44,66.41,0.34,0.66,0.37,Stacking,Extract And Move Method
18,Stack-DT,PCA,69.72,69.16,71.12,70.13,69.72,69.72,0.3,0.7,0.37,Stacking,Extract And Move Method
19,Stack-DT,PCA,64.46,67.09,56.87,61.56,64.46,64.26,0.36,0.64,0.37,Stacking,Extract And Move Method
0,TBStack-LR,PCA,78.64,77.78,80.19,78.96,78.64,78.63,0.15,0.87,0.59,TreeStacking,Extract And Move Method
1,TBStack-LR,PCA,76.89,77.29,76.15,76.71,76.89,76.89,0.15,0.87,0.59,TreeStacking,Extract And Move Method
2,TBStack-LR,PCA,79.11,79.51,78.44,78.97,79.11,79.11,0.14,0.88,0.59,TreeStacking,Extract And Move Method
3,TBStack-LR,PCA,77.83,76.44,80.46,78.4,77.83,77.81,0.15,0.86,0.59,TreeStacking,Extract And Move Method
4,TBStack-LR,PCA,82.41,81.19,84.37,82.75,82.41,82.41,0.13,0.88,0.59,TreeStacking,Extract And Move Method
5,TBStack-LR,PCA,78.84,77.94,80.46,79.18,78.84,78.84,0.15,0.87,0.59,TreeStacking,Extract And Move Method
6,TBStack-LR,PCA,82.82,80.17,87.2,83.54,82.82,82.78,0.13,0.9,0.59,TreeStacking,Extract And Move Method
7,TBStack-LR,PCA,76.95,77.55,75.88,76.7,76.95,76.95,0.16,0.86,0.59,TreeStacking,Extract And Move Method
8,TBStack-LR,PCA,81.66,79.5,85.29,82.29,81.66,81.63,0.13,0.89,0.59,TreeStacking,Extract And Move Method
9,TBStack-LR,PCA,77.21,77.67,76.42,77.04,77.21,77.21,0.16,0.85,0.59,TreeStacking,Extract And Move Method
10,TBStack-DT,PCA,70.49,72.29,66.44,69.24,70.49,70.44,0.3,0.7,0.43,TreeStacking,Extract And Move Method
11,TBStack-DT,PCA,71.9,73.79,67.92,70.74,71.9,71.86,0.28,0.72,0.43,TreeStacking,Extract And Move Method
12,TBStack-DT,PCA,73.18,74.93,69.68,72.21,73.18,73.15,0.27,0.73,0.43,TreeStacking,Extract And Move Method
13,TBStack-DT,PCA,69.88,70.86,67.52,69.15,69.88,69.86,0.3,0.7,0.43,TreeStacking,Extract And Move Method
14,TBStack-DT,PCA,73.58,75,70.75,72.82,73.58,73.56,0.26,0.74,0.43,TreeStacking,Extract And Move Method
15,TBStack-DT,PCA,69.68,69.89,69.14,69.51,69.68,69.68,0.3,0.7,0.43,TreeStacking,Extract And Move Method
16,TBStack-DT,PCA,73.11,73.85,71.56,72.69,73.11,73.11,0.27,0.73,0.43,TreeStacking,Extract And Move Method
17,TBStack-DT,PCA,70.28,72.04,66.31,69.05,70.28,70.24,0.3,0.7,0.43,TreeStacking,Extract And Move Method
18,TBStack-DT,PCA,70.53,70.88,69.64,70.25,70.53,70.53,0.29,0.71,0.43,TreeStacking,Extract And Move Method
19,TBStack-DT,PCA,71.54,71.68,71.29,71.49,71.54,71.54,0.28,0.72,0.43,TreeStacking,Extract And Move Method
0,Stack-LR,PCA,81.47,81.14,82,81.57,81.47,81.47,0.13,0.89,0.6,Stacking,Extract Method
1,Stack-LR,PCA,81.39,82.51,79.65,81.06,81.39,81.38,0.13,0.89,0.6,Stacking,Extract Method
2,Stack-LR,PCA,81.99,81.51,82.76,82.13,81.99,81.99,0.13,0.89,0.6,Stacking,Extract Method
3,Stack-LR,PCA,79.87,79.4,80.66,80.02,79.87,79.86,0.14,0.87,0.6,Stacking,Extract Method
4,Stack-LR,PCA,72.28,68.86,81.35,74.59,72.28,72.06,0.19,0.8,0.6,Stacking,Extract Method
5,Stack-LR,PCA,82.69,83.62,81.31,82.45,82.69,82.69,0.13,0.9,0.6,Stacking,Extract Method
6,Stack-LR,PCA,79.74,78.94,81.11,80.01,79.74,79.73,0.14,0.88,0.6,Stacking,Extract Method
7,Stack-LR,PCA,81.07,80.96,81.24,81.1,81.07,81.07,0.13,0.89,0.6,Stacking,Extract Method
8,Stack-LR,PCA,78.2,76.09,82.24,79.05,78.2,78.17,0.15,0.86,0.6,Stacking,Extract Method
9,Stack-LR,PCA,80.59,79.1,83.15,81.07,80.59,80.58,0.14,0.88,0.6,Stacking,Extract Method
10,Stack-DT,PCA,70.13,68.4,74.8,71.46,70.13,70.06,0.3,0.7,0.35,Stacking,Extract Method
11,Stack-DT,PCA,70.25,68.51,74.93,71.58,70.25,70.18,0.3,0.7,0.35,Stacking,Extract Method
12,Stack-DT,PCA,67.07,64.69,75.18,69.54,67.07,66.85,0.33,0.67,0.35,Stacking,Extract Method
13,Stack-DT,PCA,69.31,67.22,75.37,71.06,69.31,69.2,0.31,0.69,0.35,Stacking,Extract Method
14,Stack-DT,PCA,64.7,61.97,76.1,68.31,64.7,64.23,0.35,0.65,0.35,Stacking,Extract Method
15,Stack-DT,PCA,64,62.07,72.01,66.67,64,63.77,0.36,0.64,0.35,Stacking,Extract Method
16,Stack-DT,PCA,64.76,62.09,75.77,68.25,64.76,64.33,0.35,0.65,0.35,Stacking,Extract Method
17,Stack-DT,PCA,67.42,65.04,75.33,69.81,67.42,67.22,0.33,0.67,0.35,Stacking,Extract Method
18,Stack-DT,PCA,67.77,65.89,73.69,69.57,67.77,67.66,0.32,0.68,0.35,Stacking,Extract Method
19,Stack-DT,PCA,67.05,64.7,75.02,69.48,67.05,66.84,0.33,0.67,0.35,Stacking,Extract Method
0,TBStack-LR,PCA,81.72,82.7,80.22,81.44,81.72,81.71,0.13,0.9,0.6,TreeStacking,Extract Method
1,TBStack-LR,PCA,80.45,81.11,79.4,80.24,80.45,80.45,0.14,0.88,0.6,TreeStacking,Extract Method
2,TBStack-LR,PCA,81.95,83.41,79.76,81.54,81.95,81.94,0.13,0.9,0.6,TreeStacking,Extract Method
3,TBStack-LR,PCA,79.93,80.1,79.65,79.87,79.93,79.93,0.14,0.88,0.6,TreeStacking,Extract Method
4,TBStack-LR,PCA,73.83,70.85,80.96,75.57,73.83,73.69,0.19,0.8,0.6,TreeStacking,Extract Method
5,TBStack-LR,PCA,81.87,83.26,79.79,81.49,81.87,81.87,0.13,0.89,0.6,TreeStacking,Extract Method
6,TBStack-LR,PCA,77.25,75.85,79.94,77.84,77.25,77.23,0.15,0.87,0.6,TreeStacking,Extract Method
7,TBStack-LR,PCA,81.89,83.22,79.88,81.51,81.89,81.88,0.13,0.89,0.6,TreeStacking,Extract Method
8,TBStack-LR,PCA,79.18,78.66,80.09,79.37,79.18,79.18,0.15,0.87,0.6,TreeStacking,Extract Method
9,TBStack-LR,PCA,81.05,81.1,80.96,81.03,81.05,81.05,0.13,0.89,0.6,TreeStacking,Extract Method
10,TBStack-DT,PCA,71.37,70.14,74.43,72.22,71.37,71.34,0.29,0.71,0.39,TreeStacking,Extract Method
11,TBStack-DT,PCA,70.33,68.81,74.37,71.48,70.33,70.28,0.3,0.7,0.39,TreeStacking,Extract Method
12,TBStack-DT,PCA,68.16,65.72,75.93,70.46,68.16,67.97,0.32,0.68,0.39,TreeStacking,Extract Method
13,TBStack-DT,PCA,69.66,67.92,74.52,71.06,69.66,69.59,0.3,0.7,0.39,TreeStacking,Extract Method
14,TBStack-DT,PCA,66.12,63.5,75.86,69.13,66.12,65.8,0.34,0.66,0.39,TreeStacking,Extract Method
15,TBStack-DT,PCA,67.68,65.53,74.57,69.76,67.68,67.52,0.32,0.68,0.39,TreeStacking,Extract Method
16,TBStack-DT,PCA,68.37,66.3,74.71,70.25,68.37,68.24,0.32,0.68,0.39,TreeStacking,Extract Method
17,TBStack-DT,PCA,70.02,68.2,75.02,71.45,70.02,69.94,0.3,0.7,0.39,TreeStacking,Extract Method
18,TBStack-DT,PCA,70.5,68.84,74.93,71.75,70.5,70.45,0.29,0.71,0.39,TreeStacking,Extract Method
19,TBStack-DT,PCA,70.65,68.97,75.07,71.89,70.65,70.59,0.29,0.71,0.39,TreeStacking,Extract Method
0,Stack-LR,PCA,81.38,81.23,81.63,81.43,81.38,81.38,0.14,0.88,0.63,Stacking,Inline Method
1,Stack-LR,PCA,82.78,80.4,86.68,83.42,82.78,82.75,0.12,0.9,0.63,Stacking,Inline Method
2,Stack-LR,PCA,81.6,79.68,84.82,82.17,81.6,81.58,0.13,0.89,0.63,Stacking,Inline Method
3,Stack-LR,PCA,81.42,81.01,82.09,81.54,81.42,81.42,0.13,0.89,0.63,Stacking,Inline Method
4,Stack-LR,PCA,81.48,80.44,83.19,81.79,81.48,81.48,0.13,0.89,0.63,Stacking,Inline Method
5,Stack-LR,PCA,81.25,79.98,83.37,81.64,81.25,81.24,0.13,0.89,0.63,Stacking,Inline Method
6,Stack-LR,PCA,81.55,80.94,82.54,81.73,81.55,81.55,0.13,0.89,0.63,Stacking,Inline Method
7,Stack-LR,PCA,82.02,80.96,83.75,82.33,82.02,82.02,0.13,0.89,0.63,Stacking,Inline Method
8,Stack-LR,PCA,81.08,80.75,81.64,81.19,81.08,81.08,0.13,0.89,0.63,Stacking,Inline Method
9,Stack-LR,PCA,82.36,80.94,84.68,82.76,82.36,82.35,0.13,0.9,0.63,Stacking,Inline Method
10,Stack-DT,PCA,73.46,75.1,70.18,72.55,73.46,73.43,0.27,0.73,0.48,Stacking,Inline Method
11,Stack-DT,PCA,74.81,75.62,73.24,74.41,74.81,74.81,0.25,0.75,0.48,Stacking,Inline Method
12,Stack-DT,PCA,74.29,74.52,73.79,74.16,74.29,74.29,0.26,0.74,0.48,Stacking,Inline Method
13,Stack-DT,PCA,73.91,74.8,72.11,73.43,73.91,73.9,0.26,0.74,0.48,Stacking,Inline Method
14,Stack-DT,PCA,73.95,74.95,71.93,73.41,73.95,73.94,0.26,0.74,0.48,Stacking,Inline Method
15,Stack-DT,PCA,73.89,74.61,72.42,73.5,73.89,73.88,0.26,0.74,0.48,Stacking,Inline Method
16,Stack-DT,PCA,73.85,74.54,72.44,73.48,73.85,73.84,0.26,0.74,0.48,Stacking,Inline Method
17,Stack-DT,PCA,73.81,73.89,73.65,73.77,73.81,73.81,0.26,0.74,0.48,Stacking,Inline Method
18,Stack-DT,PCA,73.48,75.04,70.38,72.64,73.48,73.46,0.27,0.73,0.48,Stacking,Inline Method
19,Stack-DT,PCA,74.78,75.44,73.47,74.45,74.78,74.77,0.25,0.75,0.48,Stacking,Inline Method
0,TBStack-LR,PCA,84.94,83.26,87.46,85.31,84.94,84.93,0.11,0.92,0.73,TreeStacking,Inline Method
1,TBStack-LR,PCA,87.11,84.24,91.31,87.63,87.11,87.09,0.1,0.93,0.73,TreeStacking,Inline Method
2,TBStack-LR,PCA,86.02,83.79,89.32,86.46,86.02,86,0.1,0.93,0.73,TreeStacking,Inline Method
3,TBStack-LR,PCA,86.38,84.17,89.62,86.81,86.38,86.37,0.1,0.93,0.73,TreeStacking,Inline Method
4,TBStack-LR,PCA,86.02,83.8,89.3,86.46,86.02,86,0.1,0.93,0.73,TreeStacking,Inline Method
5,TBStack-LR,PCA,85.63,83.38,89,86.1,85.63,85.61,0.11,0.92,0.73,TreeStacking,Inline Method
6,TBStack-LR,PCA,86.38,83.44,90.78,86.96,86.38,86.36,0.1,0.92,0.73,TreeStacking,Inline Method
7,TBStack-LR,PCA,86.62,84.05,90.4,87.11,86.62,86.6,0.1,0.93,0.73,TreeStacking,Inline Method
8,TBStack-LR,PCA,86.41,83.67,90.48,86.94,86.41,86.39,0.1,0.92,0.73,TreeStacking,Inline Method
9,TBStack-LR,PCA,87.26,84.49,91.28,87.76,87.26,87.24,0.09,0.93,0.73,TreeStacking,Inline Method
10,TBStack-DT,PCA,78.04,79.14,76.16,77.62,78.04,78.04,0.22,0.78,0.58,TreeStacking,Inline Method
11,TBStack-DT,PCA,79.84,80.77,78.32,79.53,79.84,79.83,0.2,0.8,0.58,TreeStacking,Inline Method
12,TBStack-DT,PCA,78.75,79.96,76.71,78.3,78.75,78.74,0.21,0.79,0.58,TreeStacking,Inline Method
13,TBStack-DT,PCA,79.26,80.19,77.71,78.93,79.26,79.26,0.21,0.79,0.58,TreeStacking,Inline Method
14,TBStack-DT,PCA,79.21,80.12,77.69,78.89,79.21,79.21,0.21,0.79,0.58,TreeStacking,Inline Method
15,TBStack-DT,PCA,78.52,79.24,77.29,78.26,78.52,78.52,0.21,0.79,0.58,TreeStacking,Inline Method
16,TBStack-DT,PCA,79.21,79.64,78.5,79.06,79.21,79.21,0.21,0.79,0.58,TreeStacking,Inline Method
17,TBStack-DT,PCA,78.88,79.81,77.34,78.56,78.88,78.88,0.21,0.79,0.58,TreeStacking,Inline Method
18,TBStack-DT,PCA,79.12,79.48,78.52,79,79.12,79.12,0.21,0.79,0.58,TreeStacking,Inline Method
19,TBStack-DT,PCA,80.05,80.52,79.3,79.9,80.05,80.05,0.2,0.8,0.58,TreeStacking,Inline Method
0,Stack-LR,PCA,86.21,85.76,86.83,86.29,86.21,86.21,0.1,0.93,0.72,Stacking,Move Method
1,Stack-LR,PCA,85.61,85.87,85.26,85.56,85.61,85.61,0.11,0.93,0.72,Stacking,Move Method
2,Stack-LR,PCA,84.64,85.2,83.84,84.51,84.64,84.64,0.11,0.91,0.72,Stacking,Move Method
3,Stack-LR,PCA,85.34,85.69,84.84,85.26,85.34,85.34,0.11,0.92,0.72,Stacking,Move Method
4,Stack-LR,PCA,86.25,85.91,86.72,86.31,86.25,86.25,0.1,0.93,0.72,Stacking,Move Method
5,Stack-LR,PCA,86.19,86.46,85.82,86.14,86.19,86.19,0.1,0.93,0.72,Stacking,Move Method
6,Stack-LR,PCA,85.69,86.31,84.84,85.57,85.69,85.69,0.11,0.92,0.72,Stacking,Move Method
7,Stack-LR,PCA,86.05,85.59,86.7,86.14,86.05,86.05,0.1,0.93,0.72,Stacking,Move Method
8,Stack-LR,PCA,86.74,86.51,87.05,86.78,86.74,86.74,0.1,0.94,0.72,Stacking,Move Method
9,Stack-LR,PCA,86.52,85.88,87.42,86.64,86.52,86.52,0.1,0.93,0.72,Stacking,Move Method
10,Stack-DT,PCA,79.56,80.34,78.28,79.3,79.56,79.56,0.2,0.8,0.59,Stacking,Move Method
11,Stack-DT,PCA,80.1,81.6,77.72,79.61,80.1,80.09,0.2,0.8,0.59,Stacking,Move Method
12,Stack-DT,PCA,79.08,81.25,75.61,78.33,79.08,79.05,0.21,0.79,0.59,Stacking,Move Method
13,Stack-DT,PCA,79.79,80.7,78.3,79.48,79.79,79.78,0.2,0.8,0.59,Stacking,Move Method
14,Stack-DT,PCA,79.61,80.09,78.81,79.44,79.61,79.61,0.2,0.8,0.59,Stacking,Move Method
15,Stack-DT,PCA,77.8,79.95,74.21,76.97,77.8,77.77,0.22,0.78,0.59,Stacking,Move Method
16,Stack-DT,PCA,79.71,80.43,78.53,79.46,79.71,79.71,0.2,0.8,0.59,Stacking,Move Method
17,Stack-DT,PCA,79.59,79.62,79.53,79.57,79.59,79.59,0.2,0.8,0.59,Stacking,Move Method
18,Stack-DT,PCA,80.59,81.12,79.74,80.43,80.59,80.59,0.19,0.81,0.59,Stacking,Move Method
19,Stack-DT,PCA,79.8,80.61,78.47,79.52,79.8,79.79,0.2,0.8,0.59,Stacking,Move Method
0,TBStack-LR,PCA,92.43,90,95.47,92.65,92.43,92.42,0.06,0.97,0.85,TreeStacking,Move Method
1,TBStack-LR,PCA,92.44,90.1,95.35,92.65,92.44,92.43,0.06,0.97,0.85,TreeStacking,Move Method
2,TBStack-LR,PCA,91.43,89.52,93.84,91.63,91.43,91.42,0.06,0.96,0.85,TreeStacking,Move Method
3,TBStack-LR,PCA,92.37,90.17,95.12,92.58,92.37,92.37,0.06,0.97,0.85,TreeStacking,Move Method
4,TBStack-LR,PCA,92.91,90.26,96.21,93.14,92.91,92.91,0.06,0.97,0.85,TreeStacking,Move Method
5,TBStack-LR,PCA,92.18,90.07,94.81,92.38,92.18,92.18,0.06,0.97,0.85,TreeStacking,Move Method
6,TBStack-LR,PCA,92.42,90.23,95.15,92.62,92.42,92.42,0.06,0.97,0.85,TreeStacking,Move Method
7,TBStack-LR,PCA,92.43,90.08,95.36,92.64,92.43,92.42,0.06,0.97,0.85,TreeStacking,Move Method
8,TBStack-LR,PCA,92.5,90.24,95.3,92.7,92.5,92.49,0.06,0.97,0.85,TreeStacking,Move Method
9,TBStack-LR,PCA,92.58,89.73,96.17,92.84,92.58,92.57,0.06,0.97,0.85,TreeStacking,Move Method
10,TBStack-DT,PCA,87.37,88.41,86.01,87.2,87.37,87.37,0.13,0.87,0.75,TreeStacking,Move Method
11,TBStack-DT,PCA,87.65,88.55,86.49,87.51,87.65,87.65,0.12,0.88,0.75,TreeStacking,Move Method
12,TBStack-DT,PCA,87.19,88.07,86.03,87.04,87.19,87.18,0.13,0.87,0.75,TreeStacking,Move Method
13,TBStack-DT,PCA,87.15,88.51,85.38,86.92,87.15,87.14,0.13,0.87,0.75,TreeStacking,Move Method
14,TBStack-DT,PCA,87.68,88.75,86.3,87.51,87.68,87.68,0.12,0.88,0.75,TreeStacking,Move Method
15,TBStack-DT,PCA,87.54,88.44,86.35,87.39,87.54,87.53,0.12,0.88,0.75,TreeStacking,Move Method
16,TBStack-DT,PCA,87.72,88.34,86.92,87.62,87.72,87.72,0.12,0.88,0.75,TreeStacking,Move Method
17,TBStack-DT,PCA,87.27,88.04,86.26,87.14,87.27,87.27,0.13,0.87,0.75,TreeStacking,Move Method
18,TBStack-DT,PCA,87.51,88.33,86.45,87.38,87.51,87.51,0.12,0.88,0.75,TreeStacking,Move Method
19,TBStack-DT,PCA,87.39,87.96,86.63,87.29,87.39,87.38,0.13,0.87,0.75,TreeStacking,Move Method
0,Stack-LR,PCA,86.7,86.81,86.56,86.68,86.7,86.7,0.1,0.93,0.74,Stacking,Pull Up Method
1,Stack-LR,PCA,88.6,86.81,91.03,88.87,88.6,88.59,0.09,0.95,0.74,Stacking,Pull Up Method
2,Stack-LR,PCA,86.42,86.44,86.39,86.42,86.42,86.42,0.1,0.93,0.74,Stacking,Pull Up Method
3,Stack-LR,PCA,87.56,86.99,88.34,87.66,87.56,87.56,0.09,0.94,0.74,Stacking,Pull Up Method
4,Stack-LR,PCA,87.07,87.46,86.55,87,87.07,87.07,0.1,0.94,0.74,Stacking,Pull Up Method
5,Stack-LR,PCA,86.48,87.27,85.43,86.34,86.48,86.48,0.1,0.93,0.74,Stacking,Pull Up Method
6,Stack-LR,PCA,86.62,86.64,86.6,86.62,86.62,86.62,0.1,0.93,0.74,Stacking,Pull Up Method
7,Stack-LR,PCA,86.23,86.93,85.29,86.1,86.23,86.23,0.1,0.94,0.74,Stacking,Pull Up Method
8,Stack-LR,PCA,86.65,87.21,85.9,86.55,86.65,86.65,0.1,0.93,0.74,Stacking,Pull Up Method
9,Stack-LR,PCA,87.94,86.76,89.56,88.14,87.94,87.94,0.09,0.94,0.74,Stacking,Pull Up Method
10,Stack-DT,PCA,80.56,82.89,77.01,79.84,80.56,80.53,0.19,0.81,0.62,Stacking,Pull Up Method
11,Stack-DT,PCA,81.6,83.62,78.61,81.03,81.6,81.59,0.18,0.82,0.62,Stacking,Pull Up Method
12,Stack-DT,PCA,78.61,83.11,71.81,77.05,78.61,78.51,0.21,0.79,0.62,Stacking,Pull Up Method
13,Stack-DT,PCA,81.09,83.49,77.49,80.38,81.09,81.06,0.19,0.81,0.62,Stacking,Pull Up Method
14,Stack-DT,PCA,81.63,83.69,78.58,81.05,81.63,81.62,0.18,0.82,0.62,Stacking,Pull Up Method
15,Stack-DT,PCA,80.51,83.37,76.23,79.64,80.51,80.48,0.19,0.81,0.62,Stacking,Pull Up Method
16,Stack-DT,PCA,81.44,83.22,78.75,80.92,81.44,81.42,0.19,0.81,0.62,Stacking,Pull Up Method
17,Stack-DT,PCA,80.51,83.05,76.69,79.74,80.51,80.49,0.19,0.81,0.62,Stacking,Pull Up Method
18,Stack-DT,PCA,81.44,83.87,77.85,80.75,81.44,81.42,0.19,0.81,0.62,Stacking,Pull Up Method
19,Stack-DT,PCA,81.59,82.84,79.68,81.23,81.59,81.58,0.18,0.82,0.62,Stacking,Pull Up Method
0,TBStack-LR,PCA,92.03,91.04,93.23,92.12,92.03,92.03,0.06,0.97,0.85,TreeStacking,Pull Up Method
1,TBStack-LR,PCA,93.29,91.64,95.27,93.42,93.29,93.29,0.05,0.97,0.85,TreeStacking,Pull Up Method
2,TBStack-LR,PCA,91.75,91.29,92.3,91.79,91.75,91.75,0.06,0.97,0.85,TreeStacking,Pull Up Method
3,TBStack-LR,PCA,93.17,91.57,95.09,93.3,93.17,93.17,0.05,0.97,0.85,TreeStacking,Pull Up Method
4,TBStack-LR,PCA,92.57,91.76,93.53,92.64,92.57,92.56,0.06,0.97,0.85,TreeStacking,Pull Up Method
5,TBStack-LR,PCA,92.07,90.97,93.42,92.18,92.07,92.07,0.06,0.97,0.85,TreeStacking,Pull Up Method
6,TBStack-LR,PCA,92.36,91.62,93.24,92.43,92.36,92.36,0.06,0.97,0.85,TreeStacking,Pull Up Method
7,TBStack-LR,PCA,92.48,91.25,93.98,92.59,92.48,92.48,0.06,0.97,0.85,TreeStacking,Pull Up Method
8,TBStack-LR,PCA,92.41,91.9,93.02,92.46,92.41,92.41,0.06,0.97,0.85,TreeStacking,Pull Up Method
9,TBStack-LR,PCA,93.05,91.7,94.66,93.16,93.05,93.05,0.05,0.97,0.85,TreeStacking,Pull Up Method
10,TBStack-DT,PCA,86.84,88.84,84.26,86.49,86.84,86.83,0.13,0.87,0.75,TreeStacking,Pull Up Method
11,TBStack-DT,PCA,87.87,89.48,85.83,87.62,87.87,87.87,0.12,0.88,0.75,TreeStacking,Pull Up Method
12,TBStack-DT,PCA,87.06,89.26,84.26,86.69,87.06,87.05,0.13,0.87,0.75,TreeStacking,Pull Up Method
13,TBStack-DT,PCA,87.96,89.3,86.26,87.75,87.96,87.96,0.12,0.88,0.75,TreeStacking,Pull Up Method
14,TBStack-DT,PCA,87.46,89.64,84.71,87.11,87.46,87.45,0.13,0.87,0.75,TreeStacking,Pull Up Method
15,TBStack-DT,PCA,86.88,88.67,84.58,86.58,86.88,86.88,0.13,0.87,0.75,TreeStacking,Pull Up Method
16,TBStack-DT,PCA,87.55,89.27,85.38,87.28,87.55,87.55,0.12,0.88,0.75,TreeStacking,Pull Up Method
17,TBStack-DT,PCA,87.21,89.04,84.87,86.9,87.21,87.2,0.13,0.87,0.75,TreeStacking,Pull Up Method
18,TBStack-DT,PCA,87.66,89.89,84.88,87.31,87.66,87.65,0.12,0.88,0.75,TreeStacking,Pull Up Method
19,TBStack-DT,PCA,88.49,89.74,86.92,88.31,88.49,88.49,0.12,0.88,0.75,TreeStacking,Pull Up Method
0,Stack-LR,PCA,84.36,83.48,85.68,84.57,84.36,84.36,0.12,0.91,0.68,Stacking,Push Down Method
1,Stack-LR,PCA,81.97,82.56,81.07,81.81,81.97,81.97,0.13,0.89,0.68,Stacking,Push Down Method
2,Stack-LR,PCA,83.43,84.24,82.25,83.23,83.43,83.43,0.12,0.91,0.68,Stacking,Push Down Method
3,Stack-LR,PCA,86.22,84.32,88.99,86.59,86.22,86.21,0.1,0.93,0.68,Stacking,Push Down Method
4,Stack-LR,PCA,85.54,84.35,87.28,85.79,85.54,85.54,0.11,0.93,0.68,Stacking,Push Down Method
5,Stack-LR,PCA,84.24,82.92,86.26,84.55,84.24,84.24,0.11,0.92,0.68,Stacking,Push Down Method
6,Stack-LR,PCA,84.06,83.12,85.49,84.29,84.06,84.06,0.12,0.91,0.68,Stacking,Push Down Method
7,Stack-LR,PCA,81.4,82.98,78.99,80.94,81.4,81.39,0.13,0.9,0.68,Stacking,Push Down Method
8,Stack-LR,PCA,83.83,84,83.56,83.78,83.83,83.83,0.12,0.91,0.68,Stacking,Push Down Method
9,Stack-LR,PCA,84.74,82.93,87.49,85.15,84.74,84.73,0.11,0.92,0.68,Stacking,Push Down Method
10,Stack-DT,PCA,77.04,80.84,70.87,75.53,77.04,76.95,0.23,0.77,0.54,Stacking,Push Down Method
11,Stack-DT,PCA,75.3,80.04,67.42,73.19,75.3,75.15,0.25,0.75,0.54,Stacking,Push Down Method
12,Stack-DT,PCA,75.86,80.92,67.68,73.71,75.86,75.69,0.24,0.76,0.54,Stacking,Push Down Method
13,Stack-DT,PCA,77.72,81.3,71.99,76.36,77.72,77.64,0.22,0.78,0.54,Stacking,Push Down Method
14,Stack-DT,PCA,77.5,81.14,71.65,76.1,77.5,77.42,0.22,0.78,0.54,Stacking,Push Down Method
15,Stack-DT,PCA,77.42,79.96,73.18,76.42,77.42,77.38,0.23,0.77,0.54,Stacking,Push Down Method
16,Stack-DT,PCA,74.7,80.61,65.05,72,74.7,74.46,0.25,0.75,0.54,Stacking,Push Down Method
17,Stack-DT,PCA,74.98,79.64,67.1,72.84,74.98,74.82,0.25,0.75,0.54,Stacking,Push Down Method
18,Stack-DT,PCA,77.06,80.95,70.77,75.52,77.06,76.97,0.23,0.77,0.54,Stacking,Push Down Method
19,Stack-DT,PCA,77.75,81.22,72.2,76.44,77.75,77.68,0.22,0.78,0.54,Stacking,Push Down Method
0,TBStack-LR,PCA,87.92,87.83,88.04,87.94,87.92,87.92,0.09,0.94,0.75,TreeStacking,Push Down Method
1,TBStack-LR,PCA,85.7,87.34,83.5,85.38,85.7,85.69,0.1,0.94,0.75,TreeStacking,Push Down Method
2,TBStack-LR,PCA,86.21,88.72,82.97,85.75,86.21,86.19,0.1,0.94,0.75,TreeStacking,Push Down Method
3,TBStack-LR,PCA,89.85,88.98,90.97,89.96,89.85,89.85,0.08,0.95,0.75,TreeStacking,Push Down Method
